Name,Feature,Full Address,Street,Municipality,Categories,Plus Code,Phones,Emails,Review Count,Average Rating,Review URL,Google Maps URL,Cid,Google Knowledge URL,Kgmid,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image,Place Id
Carisma,Italian restaurant with glamourous decor,"15 Toronto St, Toronto, ON M5C 2E3",15 Toronto St,Toronto,"Italian restaurant, Northern Italian restaurant, Restaurant",87M2MJ2F+4J,"(416) 864-7373, +1 416-864-7373",info@carismarestaurant.com,821,4.5,"https://search.google.com/local/reviews?placeid=ChIJUWAkGDLL1IkR1k-IbI0kqVM&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=6028389766041980886,6028389766041980886,https://www.google.com/search?kgmid=/g/1tf71y1x&kponly,/g/1tf71y1x,43.6503242,-79.3759146,http://www.carismarestaurant.com/?utm_source=GMBlisting&utm_medium=organic,carismarestaurant.com,"Saturday:[5-10p.m.], Sunday:[Closed], Monday:[12-2:30p.m.], Tuesday:[12-2:30p.m.], Wednesday:[12-2:30p.m.], Thursday:[12-2:30p.m.], Friday:[12-2:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipM7LBpZeTIE756QdB3Y-Z84yOBldfj8uNHj08x_=w122-h92-k-no,ChIJUWAkGDLL1IkR1k-IbI0kqVM
Modern Cuisine,,"Two Bloor West, Toronto, ON M7A 2T2",Two Bloor West,Toronto,Restaurant,87M2MJ97+HH,"(416) 964-9816, +1 416-964-9816",,,,,https://www.google.com/maps?cid=4538565083693697544,4538565083693697544,https://www.google.com/search?kgmid=/g/1hc5fd6rn&kponly,/g/1hc5fd6rn,43.6689942,-79.3860562,,,"Saturday:[11a.m.-10:30p.m.], Sunday:[11a.m.-9p.m.], Monday:[11a.m.-9p.m.], Tuesday:[11a.m.-9p.m.], Wednesday:[11a.m.-9p.m.], Thursday:[11a.m.-9p.m.], Friday:[11a.m.-10:30p.m.]",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9Dd_WmsBcKNIb-oGc9Yebw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=83.80935&pitch=0&thumbfov=100,ChIJP6IEQq40K4gRCMqNs-U4_D4
La Vecchia Restaurant Lakeshore,,"90 Marine Parade Dr, Etobicoke, ON M8V 4G1",90 Marine Parade Dr,Etobicoke,"Restaurant, Bar, Takeout Restaurant",87M2JGGF+72,"(416) 251-5999, +1 416-251-5999",j@minimass.ca,1013,4.4,"https://search.google.com/local/reviews?placeid=ChIJX6zM4mY3K4gRDykSaPJz8fE&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=17433843117493201167,17433843117493201167,https://www.google.com/search?kgmid=/g/11h4nrlkjl&kponly,/g/11h4nrlkjl,43.6256931,-79.477431,http://www.lavecchia.ca/lakeshore,lavecchia.ca,"Saturday:[11a.m.-11p.m.], Sunday:[11a.m.-10:30p.m.], Monday:[11:30a.m.-10:30p.m.], Tuesday:[11:30a.m.-10:30p.m.], Wednesday:[11:30a.m.-10:30p.m.], Thursday:[11:30a.m.-10:30p.m.], Friday:[11:30a.m.-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipOyh6Wmdb8fpsvDYID-IZ6Rok-mBZkm93Sw3-CX=w137-h92-k-no,ChIJX6zM4mY3K4gRDykSaPJz8fE
GTA Restauran tour,,"180 Macpherson Ave, Toronto, ON M5R 1W8",180 Macpherson Ave,Toronto,Restaurant,87M2MJH3+58,,,,,,https://www.google.com/maps?cid=4491960249425142732,4491960249425142732,https://www.google.com/search?kgmid=/g/11l3lwc6rj&kponly,/g/11l3lwc6rj,43.6779825,-79.3966293,http://gtarestaurantournyc.com/,gtarestaurantournyc.com,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3XZpjmoeEbemx7m0bMAs5A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=352.57706&pitch=0&thumbfov=100,ChIJf1qNSKc0K4gRzCMpJAymVj4
Rasta Pasta,Modern eatery for creative Jamaican fare,"61 Kensington Ave, Toronto, ON M5T 2K1",61 Kensington Ave,Toronto,"Jamaican restaurant, Fast food restaurant, Italian restaurant",87M2MH3X+PR,"(647) 501-4505, +1 647-501-4505",tobeaded@rasta.com,1141,4.5,"https://search.google.com/local/reviews?placeid=ChIJkdpPScI0K4gRrSJtJ9uIT74&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=13713329865207128749,13713329865207128749,https://www.google.com/search?kgmid=/g/1pyqf9z1s&kponly,/g/1pyqf9z1s,43.6543041,-79.4004178,http://www.eatrastapasta.ca/,eatrastapasta.ca,"Saturday:[11a.m.-7p.m.], Sunday:[11a.m.-6p.m.], Monday:[Closed], Tuesday:[11a.m.-7p.m.], Wednesday:[11a.m.-7p.m.], Thursday:[11a.m.-7p.m.], Friday:[11a.m.-7p.m.]",https://lh5.googleusercontent.com/p/AF1QipNJf-xk-4_arvH_ibVSbhIvQ_5hRDWKf2PueiBL=w194-h92-k-no,ChIJkdpPScI0K4gRrSJtJ9uIT74
Azhar Kitchen & Bar,,"96 Ossington Ave, Toronto, ON M6J 2Z4",96 Ossington Ave,Toronto,Restaurant,87M2JHWJ+G4,"(647) 503-1098, +1 647-503-1098",azhar@sociavore.co,126,4.6,"https://search.google.com/local/reviews?placeid=ChIJV90RSKA1K4gRcPb8RsdYG24&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=7934032781455980144,7934032781455980144,https://www.google.com/search?kgmid=/g/11qm09sb1j&kponly,/g/11qm09sb1j,43.6463063,-79.4197172,https://azhartoronto.com/,azhartoronto.com,"Saturday:[5:30-11p.m.], Sunday:[5:30-10p.m.], Monday:[Closed], Tuesday:[Closed], Wednesday:[5:30-10p.m.], Thursday:[5:30-10p.m.], Friday:[5:30-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipMdJCQJLgfXpHvyUPVO5c_bYWuJdz4bKc9UDefj=w80-h101-k-no,ChIJV90RSKA1K4gRcPb8RsdYG24
"KRAVE INDIAN| Best Indian Restaurant In Woodbridge, Brampton, GTA",,"6150 HWY 7, UNIT # 4 in Vaughan Valley centre, opp RBC, Woodbridge, ON L4H 0R2","6150 HWY 7, UNIT # 4 in Vaughan Valley centre, opp RBC",Woodbridge,"Modern Indian restaurant, Caterer, Indian restaurant, Indian takeaway",87M2Q9FF+8R,"(905) 856-8288, +1 905-856-8288","catering@kraveindian.com, info@kraveindian.com",203,4.3,"https://search.google.com/local/reviews?placeid=ChIJ97TVO_M7K4gRas5QZPwJu6M&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=11798034628446572138,11798034628446572138,https://www.google.com/search?kgmid=/g/11fkcljjjw&kponly,/g/11fkcljjjw,43.7733397,-79.62542719999999,https://www.kraveindian.com/,kraveindian.com,"Saturday:[4-9p.m.], Sunday:[Closed], Monday:[12-8:30p.m.], Tuesday:[12-8:30p.m.], Wednesday:[12-8:30p.m.], Thursday:[12-8:30p.m.], Friday:[12-8:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipPKIC35in3MBMyJL0LE7VoQdSvNriWQx8YWVqi2=w122-h92-k-no,ChIJ97TVO_M7K4gRas5QZPwJu6M
The Chase,Fine dining destination with a terrace,"10 Temperance St Fl 5, Toronto, ON M5H 1Y4",10 Temperance St Fl 5,Toronto,"Fine dining restaurant, Oyster bar restaurant",87M2MJ2C+C7,"(647) 348-7000, +1 647-348-7000","events@chasehg.com, info@chasehg.com",1463,4.3,"https://search.google.com/local/reviews?placeid=ChIJ6-AX2TLL1IkRKyaUu8mAcAY&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=464012365542991403,464012365542991403,https://www.google.com/search?kgmid=/g/11gb3ychfk&kponly,/g/11gb3ychfk,43.651067,-79.3793318,http://www.thechasetoronto.com/,thechasetoronto.com,"Saturday:[5p.m.-12a.m.], Sunday:[Closed], Monday:[11:30a.m.-11p.m.], Tuesday:[11:30a.m.-11p.m.], Wednesday:[11:30a.m.-11p.m.], Thursday:[11:30a.m.-11p.m.], Friday:[11:30a.m.-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipPVHnSvJi8n_daxAOmM9YMjrpX8vD-Jh3YIaWUK=w137-h92-k-no,ChIJ6-AX2TLL1IkRKyaUu8mAcAY
Island Cafe,"Mellow eatery with light, local dishes","20 Withrow St, Toronto, ON M5J 2C4",20 Withrow St,Toronto,Restaurant,87M2JJJV+9J,"(416) 203-6460, +1 416-203-6460","2C4416-203-6460info@islandcafeTO.com, catering@islandcafeTO.com",599,4.1,"https://search.google.com/local/reviews?placeid=ChIJFYwyEefK1IkRPdvl38KYA64&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=12539033750277053245,12539033750277053245,https://www.google.com/search?kgmid=/g/12hl_dz25&kponly,/g/12hl_dz25,43.6309816,-79.35592869999999,http://islandcafeto.com/,islandcafeto.com,"Saturday:[8:30a.m.-8:30p.m.], Sunday:[8:30a.m.-8:30p.m.], Monday:[8:30a.m.-7:30p.m.], Tuesday:[8:30a.m.-7:30p.m.], Wednesday:[8:30a.m.-7:30p.m.], Thursday:[8:30a.m.-7:30p.m.], Friday:[8:30a.m.-8:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipOAc6WDnC_Lt9CUunU7b7S6Zr5tfuVKhxZ7qWsM=w137-h92-k-no,ChIJFYwyEefK1IkRPdvl38KYA64
Wilbur Mexicana,Apothecary-style spot for Mexican chow,"552 King St W, Toronto, ON M5V 1M3",552 King St W,Toronto,Mexican restaurant,87M2JJV2+XF,"(416) 792-1878, +1 416-792-1878",,3612,4.6,"https://search.google.com/local/reviews?placeid=ChIJW9BCld40K4gRGS8xUsds3-s&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=16996423122052787993,16996423122052787993,https://www.google.com/search?kgmid=/g/11b6gf9rl1&kponly,/g/11b6gf9rl1,43.644877799999996,-79.398798,,,"Saturday:[11:30a.m.-9:30p.m.], Sunday:[11:30a.m.-9:30p.m.], Monday:[11:30a.m.-9:30p.m.], Tuesday:[11:30a.m.-9:30p.m.], Wednesday:[11:30a.m.-9:30p.m.], Thursday:[11:30a.m.-9:30p.m.], Friday:[11:30a.m.-9:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipPbXLD6Q3Y4hr-BAkl81LyBTsbAuC9JA0_iwe3a=w138-h92-k-no,ChIJW9BCld40K4gRGS8xUsds3-s
Baro,Buzzing place for inventive Latin food,"485 King St W, Toronto, ON M5V 1K4",485 King St W,Toronto,"Nuevo Latino restaurant, Latin American restaurant, Pan-Latin restaurant, South American restaurant",87M2JJV3+X6,"(416) 363-8388, +1 416-363-8388",info@barotoronto.com,2330,4.3,"https://search.google.com/local/reviews?placeid=ChIJs8v3S9k0K4gRN4P9zGYpo2M&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=7179627752461271863,7179627752461271863,https://www.google.com/search?kgmid=/g/11c2mkt_wy&kponly,/g/11c2mkt_wy,43.6449356,-79.3969934,http://www.barotoronto.com/?utm_source=GMBlisting&utm_medium=organic,barotoronto.com,"Saturday:[11a.m.-2a.m.], Sunday:[11a.m.-11p.m.], Monday:[3-11p.m.], Tuesday:[3-11p.m.], Wednesday:[3p.m.-2a.m.], Thursday:[3p.m.-2a.m.], Friday:[3p.m.-2a.m.]",https://lh5.googleusercontent.com/p/AF1QipPddbViMfiQDfXsGRFNvmRkJUzVM-RP4DXZNsk7=w138-h92-k-no,ChIJs8v3S9k0K4gRN4P9zGYpo2M
Albert's Real Jamaican Foods,Counter-service place for Caribbean fare,"542 St Clair Ave W, Toronto, ON M6C 2R6",542 St Clair Ave W,Toronto,"Jamaican restaurant, Barbecue restaurant, Caribbean restaurant, Creole restaurant, Delivery Restaurant, Takeout Restaurant",87M2MHMH+5P,"(416) 658-9445, +1 416-658-9445",albertsrealfoods@gmail.com,1239,4.3,"https://search.google.com/local/reviews?placeid=ChIJRQFqWBFGK4gRGrouU_sE_Yw&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=10159281811896580634,10159281811896580634,https://www.google.com/search?kgmid=/m/08w_qw&kponly,/m/08w_qw,43.6828916,-79.4207271,http://www.albertsrealjamaican.ca/?utm_source=google&utm_medium=organic&utm_campaign=google%20places,albertsrealjamaican.ca,"Saturday:[11a.m.-10p.m.], Sunday:[11a.m.-10p.m.], Monday:[Closed], Tuesday:[11a.m.-10p.m.], Wednesday:[11a.m.-10p.m.], Thursday:[11a.m.-10p.m.], Friday:[11a.m.-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipM7VH449bRs6dfrFIcs9MdMwU6SCUNX81kXFh3L=w163-h92-k-no,ChIJRQFqWBFGK4gRGrouU_sE_Yw
The Palms Jerk and Grill,,"2419 St Clair Ave W, Toronto, ON M6N 1K9",2419 St Clair Ave W,Toronto,"Restaurant, Caribbean restaurant, Takeout Restaurant",87M2MG99+J6,"(416) 767-6749, +1 416-767-6749",,91,4.2,"https://search.google.com/local/reviews?placeid=ChIJ1dLINb02K4gRWSU-fWsKsPw&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=18208064750237918553,18208064750237918553,https://www.google.com/search?kgmid=/g/1hc3zqpsn&kponly,/g/1hc3zqpsn,43.669090999999995,-79.481882,http://thepalmsjerkandgrill.ca/,thepalmsjerkandgrill.ca,"Saturday:[11a.m.-9p.m.], Sunday:[Closed], Monday:[10a.m.-10p.m.], Tuesday:[10a.m.-10p.m.], Wednesday:[10a.m.-10p.m.], Thursday:[10a.m.-10p.m.], Friday:[10a.m.-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipMuqP5M2VINzvIXZj4m2rkxp0M1ZKobIYZFLfAB=w140-h92-k-no,ChIJ1dLINb02K4gRWSU-fWsKsPw
Tovico Social Club,,"200 Tesma Way Unit 6, Vaughan, ON L4K 0J9",200 Tesma Way Unit 6,Vaughan,"Italian restaurant, Restaurant",87M2RFMM+JC,"(905) 303-6129, +1 905-303-6129",,80,4.8,"https://search.google.com/local/reviews?placeid=ChIJixhvZ2cvK4gRZ-ucX0s1vAI&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=197091081540397927,197091081540397927,https://www.google.com/search?kgmid=/g/11n7_vzqws&kponly,/g/11n7_vzqws,43.8340913,-79.516436,https://tovico.ca/,tovico.ca,"Saturday:[3-11:30p.m.], Sunday:[Closed], Monday:[11a.m.-4p.m.], Tuesday:[11a.m.-4p.m.], Wednesday:[11a.m.-9p.m.], Thursday:[11a.m.-10p.m.], Friday:[11a.m.-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipPk9aTuPSHfjyqktU1xoPMg-K1fDm58DPq28Uhx=w138-h92-k-no,ChIJixhvZ2cvK4gRZ-ucX0s1vAI
Pho Asia,,"110 Woodbridge Ave, Woodbridge, ON L4L 2S6",110 Woodbridge Ave,Woodbridge,Vietnamese restaurant,87M2QCP5+54,"(905) 856-7513, +1 905-856-7513",,158,4.3,"https://search.google.com/local/reviews?placeid=ChIJudN3HDslK4gRYXQE1h5bxUM&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=4883409558950933601,4883409558950933601,https://www.google.com/search?kgmid=/g/1tjypblj&kponly,/g/1tjypblj,43.785404199999995,-79.5922241,,,"Saturday:[11a.m.-8p.m.], Sunday:[11a.m.-8p.m.], Monday:[11a.m.-9p.m.], Tuesday:[11a.m.-9p.m.], Wednesday:[11a.m.-9p.m.], Thursday:[11a.m.-9p.m.], Friday:[11a.m.-9p.m.]",https://lh5.googleusercontent.com/p/AF1QipOc0igkS1Ap1UeJ5nIiEUEa9NYK9Odx33c-Fphs=w80-h106-k-no,ChIJudN3HDslK4gRYXQE1h5bxUM
Steady's Jamaican Home Cooking,,"852 Pape Ave #2, East York, ON M4K 3T6",852 Pape Ave #2,East York,Jamaican restaurant,87M2MMM3+G6,"(647) 339-4289, +1 647-339-4289","robrpmmusic@shaw.ca, thesteadies@gmail.com, support@steadygarage.com",121,4.8,"https://search.google.com/local/reviews?placeid=ChIJM-ltB5DM1IkResn7o0sf_Zg&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=11024001872607037818,11024001872607037818,https://www.google.com/search?kgmid=/g/11c1sjvq68&kponly,/g/11c1sjvq68,43.6838586,-79.3469954,http://www.steadys.ca/,steadys.ca,"Saturday:[1-9:30p.m.], Sunday:[Closed], Monday:[Closed], Tuesday:[1-9:30p.m.], Wednesday:[1-9:30p.m.], Thursday:[1-9:30p.m.], Friday:[1-9:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipN1O4tr1CcfYM1AOn17uGRKFtUOODMBu90LPPcX=w122-h92-k-no,ChIJM-ltB5DM1IkResn7o0sf_Zg
King of Fish N Chips,,"7694 Islington Ave Unit 1, Woodbridge, ON L4L 1W3",7694 Islington Ave Unit 1,Woodbridge,"Fish & chips restaurant, Fish and chips takeaway, Middle Eastern restaurant, Persian restaurant, Restaurant, Seafood restaurant",87M2QCH6+PQ,"(905) 605-5464, +1 905-605-5464",,283,4.5,"https://search.google.com/local/reviews?placeid=ChIJYaNr0TYlK4gRe4dJ1alO3hc&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=1719898599036913531,1719898599036913531,https://www.google.com/search?kgmid=/g/11c55569d7&kponly,/g/11c55569d7,43.779311299999996,-79.5880419,,,"Saturday:[11a.m.-7:30p.m.], Sunday:[Closed], Monday:[11a.m.-7:30p.m.], Tuesday:[11a.m.-7:30p.m.], Wednesday:[11a.m.-7:30p.m.], Thursday:[11a.m.-7:30p.m.], Friday:[11a.m.-8p.m.]",https://lh5.googleusercontent.com/p/AF1QipNixLrovBBLnHKwD1wg3x26SqVqy3XLWGF1VVf4=w175-h92-k-no,ChIJYaNr0TYlK4gRe4dJ1alO3hc
The Keg Steakhouse + Bar - Esplanade,Upscale chain for steak & seafood,"26 The Esplanade, Toronto, ON M5E 1A7",26 The Esplanade,Toronto,Restaurant,87M2JJWG+P4,"(416) 367-0685, +1 416-367-0685",bustere@kegrestaurants.com,2988,4.3,"https://search.google.com/local/reviews?placeid=ChIJUUdv0S3L1IkRTroEMXlggRc&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=1693741008497719886,1693741008497719886,https://www.google.com/search?kgmid=/g/11b6t0bj5j&kponly,/g/11b6t0bj5j,43.646756499999995,-79.374727,https://kegsteakhouse.com/en/locations/esplanade,kegsteakhouse.com,"Saturday:[4p.m.-1a.m.], Sunday:[4p.m.-12a.m.], Monday:[4p.m.-12a.m.], Tuesday:[4p.m.-12a.m.], Wednesday:[4p.m.-12a.m.], Thursday:[4p.m.-12a.m.], Friday:[4p.m.-1a.m.]",https://lh5.googleusercontent.com/p/AF1QipNwBMy0NdYpKS9_JDRGgVTo0yCXsfmzGF6Ot5vA=w163-h92-k-no,ChIJUUdv0S3L1IkRTroEMXlggRc
Nunu Ethiopian Fusion,Casual cafe for modern Ethiopian fare,"1178 Queen St W, Toronto, ON M6J 1J2",1178 Queen St W,Toronto,"Ethiopian restaurant, African restaurant, East African restaurant, Restaurant",87M2JHVF+5P,"(647) 351-6868, +1 647-351-6868",info@nunuethiopian.com,253,4.4,"https://search.google.com/local/reviews?placeid=ChIJJyFToao1K4gRPPD5Jv6Utcg&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=14462629597666734140,14462629597666734140,https://www.google.com/search?kgmid=/g/1hc134d8p&kponly,/g/1hc134d8p,43.642969,-79.42570479999999,https://nunuethiopian.com/,nunuethiopian.com,"Saturday:[5-10p.m.], Sunday:[Closed], Monday:[Closed], Tuesday:[5-10p.m.], Wednesday:[5-10p.m.], Thursday:[5-10p.m.], Friday:[5-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipMW3gJiNDI-i4lJXyhHV5et2trx2WCT9PPBUqb2=w122-h92-k-no,ChIJJyFToao1K4gRPPD5Jv6Utcg
Seven Lives Tacos y Mariscos,"Hip, Tijuana-style Mexican eats","72 Kensington Ave, Toronto, ON M5T 2K2",72 Kensington Ave,Toronto,"Taco restaurant, Mexican restaurant",87M2MH3X+QM,,sevenlivesto@gmail.com,2646,4.6,"https://search.google.com/local/reviews?placeid=ChIJIx7XScI0K4gRYemlb9GphUI&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=4793424095392164193,4793424095392164193,https://www.google.com/search?kgmid=/g/12hl8br2p&kponly,/g/12hl8br2p,43.6544782,-79.4008249,https://sevenlivesto.ca/,sevenlivesto.ca,"Saturday:[12-7p.m.], Sunday:[12-7p.m.], Monday:[12-7p.m.], Tuesday:[12-7p.m.], Wednesday:[12-7p.m.], Thursday:[12-7p.m.], Friday:[12-7p.m.]",https://lh5.googleusercontent.com/p/AF1QipNlXYJPWVH37VxJe7BXqiwVYlP88AE9DKf0pv-s=w122-h92-k-no,ChIJIx7XScI0K4gRYemlb9GphUI
Provo Food Bar,,"303 Dundas St W, Toronto, ON M5T 1G4",303 Dundas St W,Toronto,Restaurant,87M2MJ35+J7,,,,,,https://www.google.com/maps?cid=398259865514862639,398259865514862639,https://www.google.com/search?kgmid=/g/11kn70z8_p&kponly,/g/11kn70z8_p,43.6541128,-79.39176909999999,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Vx4MUFZSc9VCMRqhAOzRCw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=83.76333&pitch=0&thumbfov=100,ChIJvQ1398U0K4gRL-hO1DznhgU
Hello 123,,"RioCan Colossus Centre, 16 Famous Ave unit 143, Vaughan, ON L4L 9M3",RioCan Colossus Centre,Vaughan,"Vegan restaurant, Bar, Cafe, Health food restaurant, Vegetarian restaurant",87M2QFQ3+6W,"(289) 657-1611, +1 289-657-1611","hello@hello123forever.com, heli@hello123forever.com, eric@hello123forever.com",199,4.1,"https://search.google.com/local/reviews?placeid=ChIJz8tHMmkvK4gRRHJPRzmu3Rc&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=1719722193758155332,1719722193758155332,https://www.google.com/search?kgmid=/g/11h_dp6xvr&kponly,/g/11h_dp6xvr,43.7880529,-79.5451526,http://www.hello123forever.com/,hello123forever.com,"Saturday:[11a.m.-8:30p.m.], Sunday:[11a.m.-4p.m.], Monday:[Closed], Tuesday:[Closed], Wednesday:[11a.m.-8:30p.m.], Thursday:[11a.m.-8:30p.m.], Friday:[11a.m.-8:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipMyeyw3ZE0urZKKVdBxb5zGltC2e_d6ZVynBP3w=w122-h92-k-no,ChIJz8tHMmkvK4gRRHJPRzmu3Rc
Black Camel,Cafe popular for pulled pork sandwiches,"4 Crescent Rd, Toronto, ON M4W 1S9",4 Crescent Rd,Toronto,"Sandwich shop, Cafe",87M2MJG6+V7,"(416) 929-7518, +1 416-929-7518",catering@blackcamel.ca,1035,4.6,"https://search.google.com/local/reviews?placeid=ChIJubxTSKg0K4gR_tujacq1eEQ&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=4933893272744745982,4933893272744745982,https://www.google.com/search?kgmid=/g/1tf7bqw9&kponly,/g/1tf7bqw9,43.6771355,-79.3893618,https://www.blackcamel.ca/,blackcamel.ca,"Saturday:[11a.m.-8p.m.], Sunday:[11a.m.-8p.m.], Monday:[7a.m.-8p.m.], Tuesday:[7a.m.-8p.m.], Wednesday:[7a.m.-8p.m.], Thursday:[7a.m.-8p.m.], Friday:[7a.m.-8p.m.]",https://lh5.googleusercontent.com/p/AF1QipOugUADQIQwvEP1DQFe_ePeLkfM0-LXsgYT4F6k=w80-h106-k-no,ChIJubxTSKg0K4gR_tujacq1eEQ
Olde Yorke Fish & Chips,British pub known for its seafood spread,"96 Laird Dr, East York, ON M4G 3V3",96 Laird Dr,East York,"Fish & chips restaurant, Fast food restaurant, Seafood restaurant",87M2PJ4Q+F6,"(416) 696-9670, +1 416-696-9670",Oldeyorke.hire@gmail.com,2040,4.6,"https://search.google.com/local/reviews?placeid=ChIJZ-RK89zM1IkRgEbxv4h_hfM&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=17547571748431545984,17547571748431545984,https://www.google.com/search?kgmid=/g/1v3kjhj4&kponly,/g/1v3kjhj4,43.7062301,-79.3619995,http://www.oldeyorkefishandchips.com/,oldeyorkefishandchips.com,"Saturday:[11a.m.-9p.m.], Sunday:[Closed], Monday:[11a.m.-9p.m.], Tuesday:[11a.m.-9p.m.], Wednesday:[11a.m.-9p.m.], Thursday:[11a.m.-9p.m.], Friday:[11a.m.-9p.m.]",https://lh5.googleusercontent.com/p/AF1QipNVCA2OJXH1tQfzkE_ouMozXGYZ5zmxgTWHPSM=w138-h92-k-no,ChIJZ-RK89zM1IkRgEbxv4h_hfM
Tropical Island Caribbean Restaurant,Low-key option for Caribbean dishes,"5731 Hwy 7 Unit 2, Woodbridge, ON L4L 4Y9",5731 Hwy 7 Unit 2,Woodbridge,"Jamaican restaurant, Caribbean restaurant, Chicken restaurant",87M2Q9FP+QR,"(905) 850-2211, +1 905-850-2211",info@tropicalislandcaribbeanrestaurant.ca,457,4.6,"https://search.google.com/local/reviews?placeid=ChIJ29caNNMkK4gREoWUhX8WUDw&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=4345998377370289426,4345998377370289426,https://www.google.com/search?kgmid=/g/11bbwny55p&kponly,/g/11bbwny55p,43.7744062,-79.6128827,http://www.tropicalislandcaribbeanrestaurant.ca/,tropicalislandcaribbeanrestaurant.ca,"Saturday:[9a.m.-8p.m.], Sunday:[11a.m.-6p.m.], Monday:[9a.m.-8p.m.], Tuesday:[9a.m.-8p.m.], Wednesday:[9a.m.-8p.m.], Thursday:[9a.m.-8p.m.], Friday:[9a.m.-8p.m.]",https://lh5.googleusercontent.com/p/AF1QipMp0vkoCWv18EfnvYyoerfo96K8wRBrN2bYAe8L=w163-h92-k-no,ChIJ29caNNMkK4gREoWUhX8WUDw
